work,words
urn:cts:greekLit:tlg0610.tlg001,3808
urn:cts:greekLit:tlg0612.tlg001,178038
urn:cts:greekLit:tlg0613.tlg001,15440
urn:cts:greekLit:tlg0614.tlg001,28692
urn:cts:greekLit:tlg0615.tlg001,69888
urn:cts:greekLit:tlg0616.tlg001,62592
urn:cts:greekLit:tlg0616.tlg002,16385
urn:cts:greekLit:tlg0618.tlg001,99
urn:cts:greekLit:tlg0620.tlg002,1405
urn:cts:greekLit:tlg0623.tlg001,2992
urn:cts:greekLit:tlg0626.tlg002,3591
urn:cts:greekLit:tlg0627.tlg001,5534
urn:cts:greekLit:tlg0627.tlg002,7502
urn:cts:greekLit:tlg0627.tlg003,5219
urn:cts:greekLit:tlg0627.tlg004,6132
urn:cts:greekLit:tlg0627.tlg005,5372
urn:cts:greekLit:tlg0627.tlg006,16523
urn:cts:greekLit:tlg0627.tlg007,4993
urn:cts:greekLit:tlg0627.tlg008,2147
urn:cts:greekLit:tlg0627.tlg009,11243
urn:cts:greekLit:tlg0627.tlg010,21326
urn:cts:greekLit:tlg0627.tlg011,4955
urn:cts:greekLit:tlg0627.tlg012,7504
urn:cts:greekLit:tlg0627.tlg013,251
urn:cts:greekLit:tlg0627.tlg014,330
urn:cts:greekLit:tlg0627.tlg015,2271
urn:cts:greekLit:tlg0627.tlg016,10297
urn:cts:greekLit:tlg0627.tlg017,12767
urn:cts:greekLit:tlg0627.tlg018,2713
urn:cts:greekLit:tlg0627.tlg019,3914
urn:cts:greekLit:tlg0627.tlg020,1466
urn:cts:greekLit:tlg0627.tlg021,2856
urn:cts:greekLit:tlg0627.tlg022,1484
urn:cts:greekLit:tlg0627.tlg023,35303
urn:cts:greekLit:tlg0627.tlg024a,1958
urn:cts:greekLit:tlg0627.tlg024b,7318
urn:cts:greekLit:tlg0627.tlg025,7471
urn:cts:greekLit:tlg0627.tlg026,8520
urn:cts:greekLit:tlg0627.tlg027,4717
urn:cts:greekLit:tlg0627.tlg028,3358
urn:cts:greekLit:tlg0627.tlg029,897
urn:cts:greekLit:tlg0627.tlg030,1545
urn:cts:greekLit:tlg0627.tlg031,19988
urn:cts:greekLit:tlg0627.tlg032,16169
urn:cts:greekLit:tlg0627.tlg033,11936
urn:cts:greekLit:tlg0627.tlg035,786
urn:cts:greekLit:tlg0627.tlg036,48905
urn:cts:greekLit:tlg0627.tlg037,454
urn:cts:greekLit:tlg0627.tlg038,3446
urn:cts:greekLit:tlg0627.tlg039,480
urn:cts:greekLit:tlg0627.tlg040,246
urn:cts:greekLit:tlg0627.tlg041,414
urn:cts:greekLit:tlg0627.tlg042,1785
urn:cts:greekLit:tlg0627.tlg043,3401
urn:cts:greekLit:tlg0627.tlg045,1033
urn:cts:greekLit:tlg0627.tlg046,1309
urn:cts:greekLit:tlg0627.tlg047,794
urn:cts:greekLit:tlg0627.tlg048,3344
urn:cts:greekLit:tlg0627.tlg049,1528
urn:cts:greekLit:tlg0627.tlg050,1519
urn:cts:greekLit:tlg0627.tlg051,1351
urn:cts:greekLit:tlg0627.tlg052,2036
urn:cts:greekLit:tlg0627.tlg053,1296
urn:cts:greekLit:tlg0627.tlg055,11815
urn:cts:greekLit:tlg0628.tlg001,15510
urn:cts:greekLit:tlg0628.tlg002,1520
urn:cts:greekLit:tlg0628.tlg003,1326
urn:cts:greekLit:tlg0629.tlg001,107
urn:cts:greekLit:tlg0632.tlg002,210
urn:cts:greekLit:tlg0633.tlg001,516
urn:cts:greekLit:tlg0634.tlg001,4671
urn:cts:greekLit:tlg0636.tlg001,3002
urn:cts:greekLit:tlg0637.tlg001,7710
urn:cts:greekLit:tlg0638.tlg001,83948
urn:cts:greekLit:tlg0638.tlg003,28342
urn:cts:greekLit:tlg0638.tlg004,21814
urn:cts:greekLit:tlg0638.tlg005,996
urn:cts:greekLit:tlg0638.tlg006,7531
urn:cts:greekLit:tlg0638.tlg007,7671
urn:cts:greekLit:tlg0639.tlg001,57
urn:cts:greekLit:tlg0640.tlg001,20494
urn:cts:greekLit:tlg0641.tlg001,16468
urn:cts:greekLit:tlg0643.opp001,4085
urn:cts:greekLit:tlg0643.opp002,280
urn:cts:greekLit:tlg0643.opp003,435
urn:cts:greekLit:tlg0643.tlg001,14665
urn:cts:greekLit:tlg0643.tlg002,230
urn:cts:greekLit:tlg0644.tlg001,38269
urn:cts:greekLit:tlg0645.tlg001,14440
urn:cts:greekLit:tlg0645.tlg002,3293
urn:cts:greekLit:tlg0645.tlg003,55921
urn:cts:greekLit:tlg0646.tlg004,2614
urn:cts:greekLit:tlg0647.tlg001,4230
urn:cts:greekLit:tlg0648.tlg001,12136
urn:cts:greekLit:tlg0649.tlg002,1298
urn:cts:greekLit:tlg0649.tlg003,836
urn:cts:greekLit:tlg0652.tlg001,7201
urn:cts:greekLit:tlg0653.tlg001,7757
urn:cts:greekLit:tlg0655.tlg001,6487
urn:cts:greekLit:tlg0656.tlg001,77317
urn:cts:greekLit:tlg0656.tlg002,31771
urn:cts:greekLit:tlg0657.tlg001,612
urn:cts:greekLit:tlg0658.tlg001,76365
urn:cts:greekLit:tlg0666.tlg001,260
urn:cts:greekLit:tlg0671.tlg001,9006
urn:cts:greekLit:tlg0676.tlg001,182
urn:cts:greekLit:tlg0693.tlg001,13160
urn:cts:greekLit:tlg0693.tlg002,1378
urn:cts:greekLit:tlg0708.tlg001,17359
urn:cts:greekLit:tlg0719.tlg001,9567
urn:cts:greekLit:tlg0719.tlg002,17519
urn:cts:greekLit:tlg0719.tlg003,16390
urn:cts:greekLit:tlg0719.tlg004,8125
urn:cts:greekLit:tlg0731.tlg001,8132
urn:cts:greekLit:tlg0731.tlg003,3615
urn:cts:greekLit:tlg0732.tlg001,10015
urn:cts:greekLit:tlg0732.tlg003,8100
urn:cts:greekLit:tlg0732.tlg005,158615
urn:cts:greekLit:tlg0732.tlg010,30910
urn:cts:greekLit:tlg0732.tlg011,35604
urn:cts:greekLit:tlg0732.tlg012,40882
urn:cts:greekLit:tlg0732.tlg013,17780
urn:cts:greekLit:tlg0732.tlg014,16317
urn:cts:greekLit:tlg0732.tlgX01,71935
urn:cts:greekLit:tlg0733.tlg001,6915
urn:cts:greekLit:tlg0751.tlg005,1649
urn:cts:greekLit:tlg0751.tlg034,1681
urn:cts:greekLit:tlg1118.tlg003,1090
urn:cts:greekLit:tlg1126.tlg003,83
urn:cts:greekLit:tlg1129.tlg001,1350
urn:cts:greekLit:tlg1131.tlg001,1229
urn:cts:greekLit:tlg1134.tlg001,1869
urn:cts:greekLit:tlg1146.tlg001,4680
urn:cts:greekLit:tlg1147.tlg003,4357
urn:cts:greekLit:tlg1181.tlg001,7012
urn:cts:greekLit:tlg1188.tlg002,5734
urn:cts:greekLit:tlg1193.tlg001,5080
urn:cts:greekLit:tlg1194.tlg001,34238
urn:cts:greekLit:tlg1205.tlg001,11311
urn:cts:greekLit:tlg1205.tlg002,8913
urn:cts:greekLit:tlg1210.tlg001,4062
urn:cts:greekLit:tlg1210.tlg002,10233
urn:cts:greekLit:tlg1216.tlg001,6717
urn:cts:greekLit:tlg1220.tlg001,2148
urn:cts:greekLit:tlg1247.tlg001,4726
urn:cts:greekLit:tlg1252.tlg002,2476
urn:cts:greekLit:tlg1264.tlg001,134790
urn:cts:greekLit:tlg1264.tlg002,72139
urn:cts:greekLit:tlg1264.tlg003,322
urn:cts:greekLit:tlg1264.tlg004,4784
urn:cts:greekLit:tlg1269.tlg002,10547
urn:cts:greekLit:tlg1271.tlg001,9835
urn:cts:greekLit:tlg1271.tlg002,3015
urn:cts:greekLit:tlg1271.tlg003,490
urn:cts:greekLit:tlg1271.tlg004,661
urn:cts:greekLit:tlg1271.tlg005,2520
urn:cts:greekLit:tlg1271.tlg006,64103
urn:cts:greekLit:tlg1271.tlg010,2105
urn:cts:greekLit:tlg1271.tlg011,25241
urn:cts:greekLit:tlg1271.tlg012,25961
urn:cts:greekLit:tlg1272.tlg001,23950
urn:cts:greekLit:tlg1286.tlg001,2443
urn:cts:greekLit:tlg1286.tlg002,1329
urn:cts:greekLit:tlg1286.tlg003,394
urn:cts:greekLit:tlg1286.tlg004,989
urn:cts:greekLit:tlg1286.tlg005,1165
urn:cts:greekLit:tlg1286.tlg006,794
urn:cts:greekLit:tlg1286.tlg007,244
urn:cts:greekLit:tlg1286.tlg008,480
urn:cts:greekLit:tlg1286.tlg009,1031
urn:cts:greekLit:tlg1286.tlg010,2548
urn:cts:greekLit:tlg1286.tlg011,2445
urn:cts:greekLit:tlg1286.tlg012,2104
urn:cts:greekLit:tlg1286.tlg013,2045
urn:cts:greekLit:tlg1286.tlg014,848
urn:cts:greekLit:tlg1286.tlg016,1361
urn:cts:greekLit:tlg1286.tlg017,127
urn:cts:greekLit:tlg1286.tlg018,1413
urn:cts:greekLit:tlg1286.tlg019,9817
urn:cts:greekLit:tlg1286.tlg020,18339
urn:cts:greekLit:tlg1287.tlg001,1584
urn:cts:greekLit:tlg1304.tlg002,15629
urn:cts:greekLit:tlg1309.tlg001,3630
urn:cts:greekLit:tlg1311.tlg001,2191
urn:cts:greekLit:tlg1319.tlg002,1355
urn:cts:greekLit:tlg1320.tlg001,11619
urn:cts:greekLit:tlg1325.tlg001,8891
urn:cts:greekLit:tlg1329.tlg001,605
urn:cts:greekLit:tlg1337.tlg003,688
urn:cts:greekLit:tlg1347.tlg004,1429
urn:cts:greekLit:tlg1367.tlg001,1822
urn:cts:greekLit:tlg1383.tlg001,20580
urn:cts:greekLit:tlg1389.tlg001,38994
urn:cts:greekLit:tlg1390.tlg004,1917
urn:cts:greekLit:tlg1402.tlg001,7795
urn:cts:greekLit:tlg1402.tlg002,591
urn:cts:greekLit:tlg1402.tlg003,1579
urn:cts:greekLit:tlg1402.tlg004,571
urn:cts:greekLit:tlg1402.tlg005,297
urn:cts:greekLit:tlg1409.opp003,442
urn:cts:greekLit:tlg1414.tlg001,14401
urn:cts:greekLit:tlg1416.tlg007,2272
urn:cts:greekLit:tlg1419.tlg001,28556
urn:cts:greekLit:tlg1431.tlg003,28454
urn:cts:greekLit:tlg1434.tlg004,830
urn:cts:greekLit:tlg1441.tlg001,1185
urn:cts:greekLit:tlg1443.tlg001,7752
urn:cts:greekLit:tlg1443.tlg002,19723
urn:cts:greekLit:tlg1447.tlg001,19630
urn:cts:greekLit:tlg1447.tlg009,366
urn:cts:greekLit:tlg1463.tlg001,5766
urn:cts:greekLit:tlg1482.tlg001,27650
urn:cts:greekLit:tlg1484.tlg001,2602
urn:cts:greekLit:tlg1486.tlg001,851
urn:cts:greekLit:tlg1486.tlg002,133
urn:cts:greekLit:tlg1487.tlg001,4051
urn:cts:greekLit:tlg1487.tlg002,2297
urn:cts:greekLit:tlg1542.tlg001,6923
urn:cts:greekLit:tlg1548.tlg001,8488
urn:cts:greekLit:tlg1551.tlg001,28110
urn:cts:greekLit:tlg1551.tlg002,648
urn:cts:greekLit:tlg1553.tlg001,7527
urn:cts:greekLit:tlg1562.tlg002,3301
urn:cts:greekLit:tlg1595.tlg221,16225
urn:cts:greekLit:tlg1595.tlg370,9762
urn:cts:greekLit:tlg1596.tlg002,2366
urn:cts:greekLit:tlg1600.tlg001,23076
urn:cts:greekLit:tlg1602.tlg001,479
urn:cts:greekLit:tlg1617.tlg001,6044
urn:cts:greekLit:tlg1622.tlg001,1580
urn:cts:greekLit:tlg1626.tlg001,314
urn:cts:greekLit:tlg1634.tlg002,1897
urn:cts:greekLit:tlg1664.tlg001,1651
urn:cts:greekLit:tlg1665.tlg001,1299
urn:cts:greekLit:tlg1669.tlg004,1941
urn:cts:greekLit:tlg1681.tlg001,443
urn:cts:greekLit:tlg1692.tlg005,5483
urn:cts:greekLit:tlg1699.tlg001,329
urn:cts:greekLit:tlg1699.tlg002,1486
urn:cts:greekLit:tlg1699.tlg003,1280
urn:cts:greekLit:tlg1699.tlg004,1198
urn:cts:greekLit:tlg1699.tlg005,447
urn:cts:greekLit:tlg1699.tlg006,221
urn:cts:greekLit:tlg1699.tlg007,212
urn:cts:greekLit:tlg1699.tlg008,968
urn:cts:greekLit:tlg1701.tlg001,6973
urn:cts:greekLit:tlg1701.tlg002,3231
urn:cts:greekLit:tlg1705.tlg001,197
urn:cts:greekLit:tlg1719.tlg001,27533
urn:cts:greekLit:tlg1724.tlg001,38678
urn:cts:greekLit:tlg1725.tlg001,21591
urn:cts:greekLit:tlg1749.tlg001,432
urn:cts:greekLit:tlg1750.tlg001,5412
urn:cts:greekLit:tlg1750.tlg002,4110
urn:cts:greekLit:tlg1750.tlg003,1166
urn:cts:greekLit:tlg1750.tlg004,3616
urn:cts:greekLit:tlg1763.tlg001,2038
urn:cts:greekLit:tlg1764.tlg001,102411
urn:cts:greekLit:tlg1765.tlg003,11656
urn:cts:greekLit:tlg1765.tlg004,305
urn:cts:greekLit:tlg1765.tlg005,157
urn:cts:greekLit:tlg1766.tlg001,10227
urn:cts:greekLit:tlg1799.tlg001,152675
urn:cts:greekLit:tlg1799.tlg007,19707
urn:cts:greekLit:tlg1799.tlg008,546
urn:cts:greekLit:tlg1799.tlg009,11137
urn:cts:greekLit:tlg1799.tlg010,10178
urn:cts:greekLit:tlg1799.tlg011,5293
urn:cts:greekLit:tlg1799.tlg012,8095
urn:cts:greekLit:tlg1799.tlg013,676
urn:cts:greekLit:tlg1799.tlg014,2405
urn:cts:greekLit:tlg1799.tlg015,2543
urn:cts:greekLit:tlg1799.tlg016,10480
urn:cts:greekLit:tlg1799.tlg017,226
urn:cts:greekLit:tlg1801.tlg001,459
urn:cts:greekLit:tlg1802.tlg001,825
urn:cts:greekLit:tlg1803.tlg001,3803
urn:cts:greekLit:tlg1805.tlg001,4394
urn:cts:greekLit:tlg1805.tlg002,963
urn:cts:greekLit:tlg1805.tlg003,571
urn:cts:greekLit:tlg1805.tlg004,182
urn:cts:greekLit:tlg1805.tlg005,398
urn:cts:greekLit:tlg1805.tlg006,561
urn:cts:greekLit:tlg1805.tlg007,132
urn:cts:greekLit:tlg1805.tlg008,282
urn:cts:greekLit:tlg1805.tlg009,97
urn:cts:greekLit:tlg1805.tlg010,1696
urn:cts:greekLit:tlg2000.tlg001,214077
urn:cts:greekLit:tlg2001.tlg038,32075
urn:cts:greekLit:tlg2001.tlg039,82636
urn:cts:greekLit:tlg2001.tlg041,15008
urn:cts:greekLit:tlg2001.tlg043,87272
urn:cts:greekLit:tlg2001.tlg044,14302
urn:cts:greekLit:tlg2003.tlg001,11584
urn:cts:greekLit:tlg2003.tlg002,6850
urn:cts:greekLit:tlg2003.tlg003,13033
urn:cts:greekLit:tlg2003.tlg004,3025
urn:cts:greekLit:tlg2003.tlg005,4655
urn:cts:greekLit:tlg2003.tlg006,3301
urn:cts:greekLit:tlg2003.tlg007,8829
urn:cts:greekLit:tlg2003.tlg008,5751
urn:cts:greekLit:tlg2003.tlg009,5652
urn:cts:greekLit:tlg2003.tlg010,6711
urn:cts:greekLit:tlg2003.tlg011,7449
urn:cts:greekLit:tlg2003.tlg012,8308
urn:cts:greekLit:tlg2003.tlg013,27209
urn:cts:greekLit:tlg2003.tlg017,10659
urn:cts:greekLit:tlg2016.tlg001,3991
urn:cts:greekLit:tlg2018.tlg001,231504
urn:cts:greekLit:tlg2018.tlg002,101888
urn:cts:greekLit:tlg2018.tlg003,7865
urn:cts:greekLit:tlg2018.tlg005,156878
urn:cts:greekLit:tlg2018.tlg007,18376
urn:cts:greekLit:tlg2018.tlg008,185
urn:cts:greekLit:tlg2018.tlg009,41740
urn:cts:greekLit:tlg2018.tlg010,8480
urn:cts:greekLit:tlg2018.tlg011,17042
urn:cts:greekLit:tlg2018.tlg020,38666
urn:cts:greekLit:tlg2018.tlg021,10960
urn:cts:greekLit:tlg2018.tlg022,19532
urn:cts:greekLit:tlg2018.tlg023,53333
urn:cts:greekLit:tlg2021.tlg001,39479
urn:cts:greekLit:tlg2021.tlg002,192348
urn:cts:greekLit:tlg2021.tlg003,3219
urn:cts:greekLit:tlg2022.tlg003,15697
urn:cts:greekLit:tlg2022.tlg007,2107
urn:cts:greekLit:tlg2022.tlg008,7346
urn:cts:greekLit:tlg2022.tlg009,4831
urn:cts:greekLit:tlg2022.tlg010,4939
urn:cts:greekLit:tlg2022.tlg011,6233
urn:cts:greekLit:tlg2022.tlg060,144
urn:cts:greekLit:tlg2023.tlg001,29920
urn:cts:greekLit:tlg2023.tlg002,4321
urn:cts:greekLit:tlg2023.tlg003,20018
urn:cts:greekLit:tlg2023.tlg004,26603
urn:cts:greekLit:tlg2023.tlg006,41263
urn:cts:greekLit:tlg2027.tlg001,18429
urn:cts:greekLit:tlg2027.tlg002,1823
urn:cts:greekLit:tlg2029.tlg001,1953
urn:cts:greekLit:tlg2032.tlg001,54406
urn:cts:greekLit:tlg2034.tlg002,6099
urn:cts:greekLit:tlg2034.tlg003,35845
urn:cts:greekLit:tlg2034.tlg005,4804
urn:cts:greekLit:tlg2034.tlg006,5346
urn:cts:greekLit:tlg2034.tlg014,69621
urn:cts:greekLit:tlg2034.tlg015,12924
urn:cts:greekLit:tlg2034.tlg027,2241
urn:cts:greekLit:tlg2035.tlg002,19786
urn:cts:greekLit:tlg2035.tlg003,1242
urn:cts:greekLit:tlg2035.tlg117,10954
urn:cts:greekLit:tlg2035.tlg130,23457
urn:cts:greekLit:tlg2035.tlg131,29759
urn:cts:greekLit:tlg2035.tlg132,24094
urn:cts:greekLit:tlg2036.tlg001,23614
urn:cts:greekLit:tlg2038.tlg001,28954
urn:cts:greekLit:tlg2039.tlg003,91
urn:cts:greekLit:tlg2039.tlg004,2405
urn:cts:greekLit:tlg2039.tlg005,3196
urn:cts:greekLit:tlg2040.tlg002,4687
urn:cts:greekLit:tlg2040.tlg004,134853
urn:cts:greekLit:tlg2041.tlg001,11329
urn:cts:greekLit:tlg2042.tlg001,164838
urn:cts:greekLit:tlg2042.tlg005,154588
urn:cts:greekLit:tlg2042.tlg006,23090
urn:cts:greekLit:tlg2042.tlg007,12332
urn:cts:greekLit:tlg2042.tlg008,28032
urn:cts:greekLit:tlg2042.tlg009,24131
urn:cts:greekLit:tlg2042.tlg010,8474
urn:cts:greekLit:tlg2042.tlg011,10650
urn:cts:greekLit:tlg2042.tlg012,171
urn:cts:greekLit:tlg2042.tlg013,3606
urn:cts:greekLit:tlg2042.tlg014,1989
urn:cts:greekLit:tlg2042.tlg015,90
urn:cts:greekLit:tlg2042.tlg016,51831
urn:cts:greekLit:tlg2042.tlg017,14915
urn:cts:greekLit:tlg2042.tlg019,64436
urn:cts:greekLit:tlg2042.tlg021,31730
urn:cts:greekLit:tlg2042.tlg028,85625
urn:cts:greekLit:tlg2042.tlg029,22115
urn:cts:greekLit:tlg2042.tlg030,90869
urn:cts:greekLit:tlg2042.tlg044,8046
urn:cts:greekLit:tlg2042.tlg045,4774
urn:cts:greekLit:tlg2042.tlg048,9831
urn:cts:greekLit:tlg2042.tlg050,3251
urn:cts:greekLit:tlg2042.tlg051,1500
urn:cts:greekLit:tlg2042.tlg052,1718
urn:cts:greekLit:tlg2042.tlg053,2445
urn:cts:greekLit:tlg2042.tlg054,943
urn:cts:greekLit:tlg2042.tlg055,267
urn:cts:greekLit:tlg2042.tlg057,3097
urn:cts:greekLit:tlg2042.tlg058,102458
urn:cts:greekLit:tlg2042.tlg061,358
urn:cts:greekLit:tlg2042.tlg066,641
urn:cts:greekLit:tlg2042.tlg067,248
urn:cts:greekLit:tlg2042.tlg068,479
urn:cts:greekLit:tlg2042.tlg069,215
urn:cts:greekLit:tlg2042.tlg070,1880
urn:cts:greekLit:tlg2042.tlg071,175
urn:cts:greekLit:tlg2042.tlg072,141
urn:cts:greekLit:tlg2042.tlg073,8612
urn:cts:greekLit:tlg2042.tlg074,8706
urn:cts:greekLit:tlg2042.tlg075,17546
urn:cts:greekLit:tlg2042.tlg076,6985
urn:cts:greekLit:tlg2042.tlg077,4257
urn:cts:greekLit:tlg2042.tlg078,10812
urn:cts:greekLit:tlg2042.tlg079,59280
urn:cts:greekLit:tlg2042.tlg084,714
urn:cts:greekLit:tlg2042.tlg086,6256
urn:cts:greekLit:tlg2045.tlg001,127569
urn:cts:greekLit:tlg2046.tlg001,60122
urn:cts:greekLit:tlg2048.tlg001,107655
urn:cts:greekLit:tlg2049.tlg001,5228
urn:cts:greekLit:tlg2050.tlg001,865
urn:cts:greekLit:tlg2057.tlg002,101862
urn:cts:greekLit:tlg2058.tlg001,34467
urn:cts:greekLit:tlg2115.tlg060,70407
urn:cts:greekLit:tlg2135.tlg001,5264
urn:cts:greekLit:tlg2136.tlg001,3458
urn:cts:greekLit:tlg2137.tlg001,4941
urn:cts:greekLit:tlg2138.tlg001,105
urn:cts:greekLit:tlg2139.tlg001,69
urn:cts:greekLit:tlg2140.tlg001,1073
urn:cts:greekLit:tlg2178.tlg001,5457
urn:cts:greekLit:tlg2178.tlg002,672
urn:cts:greekLit:tlg2178.tlg004,1476
urn:cts:greekLit:tlg2189.tlg003,171
urn:cts:greekLit:tlg2200.tlg001,118155
urn:cts:greekLit:tlg2200.tlg00401,22447
urn:cts:greekLit:tlg2200.tlg00402,3973
urn:cts:greekLit:tlg2200.tlg00403,1969
urn:cts:greekLit:tlg2200.tlg00404,2367
urn:cts:greekLit:tlg2200.tlg00405,2815
urn:cts:greekLit:tlg2200.tlg00406,999
urn:cts:greekLit:tlg2200.tlg00407,539
urn:cts:greekLit:tlg2200.tlg00408,746
urn:cts:greekLit:tlg2200.tlg00409,932
urn:cts:greekLit:tlg2200.tlg00410,2192
urn:cts:greekLit:tlg2200.tlg00411,15386
urn:cts:greekLit:tlg2200.tlg00426,2775
urn:cts:greekLit:tlg2200.tlg00427,3613
urn:cts:greekLit:tlg2200.tlg00428,2187
urn:cts:greekLit:tlg2200.tlg00429,3017
urn:cts:greekLit:tlg2200.tlg00430,5079
urn:cts:greekLit:tlg2200.tlg00431,3777
urn:cts:greekLit:tlg2200.tlg00432,2466
urn:cts:greekLit:tlg2200.tlg00433,3880
urn:cts:greekLit:tlg2200.tlg00434,2521
urn:cts:greekLit:tlg2200.tlg00435,2595
urn:cts:greekLit:tlg2200.tlg00436,1421
urn:cts:greekLit:tlg2200.tlg00437,1805
urn:cts:greekLit:tlg2200.tlg00438,2023
urn:cts:greekLit:tlg2200.tlg00439,2023
urn:cts:greekLit:tlg2200.tlg00440,2457
urn:cts:greekLit:tlg2200.tlg00441,1745
urn:cts:greekLit:tlg2200.tlg00442,4713
urn:cts:greekLit:tlg2200.tlg00443,2094
urn:cts:greekLit:tlg2200.tlg00444,393
urn:cts:greekLit:tlg2200.tlg00445,3151
urn:cts:greekLit:tlg2200.tlg00446,3878
urn:cts:greekLit:tlg2200.tlg00447,3399
urn:cts:greekLit:tlg2200.tlg00448,3603
urn:cts:greekLit:tlg2200.tlg00449,3007
urn:cts:greekLit:tlg2200.tlg00450,2855
urn:cts:greekLit:tlg2200.tlg00451,2836
urn:cts:greekLit:tlg2200.tlg00452,4557
urn:cts:greekLit:tlg2200.tlg00453,2658
urn:cts:greekLit:tlg2200.tlg00454,5963
urn:cts:greekLit:tlg2200.tlg00455,2943
urn:cts:greekLit:tlg2200.tlg00456,2269
urn:cts:greekLit:tlg2200.tlg00457,4265
urn:cts:greekLit:tlg2200.tlg00458,3152
urn:cts:greekLit:tlg2200.tlg00459,13480
urn:cts:greekLit:tlg2200.tlg00460,930
urn:cts:greekLit:tlg2200.tlg00461,1627
urn:cts:greekLit:tlg2200.tlg00462,5364
urn:cts:greekLit:tlg2200.tlg00463,3369
urn:cts:greekLit:tlg2200.tlg00464,10547
urn:cts:greekLit:tlg2200.tlg00501,15001
urn:cts:greekLit:tlg2200.tlg00502,3070
urn:cts:greekLit:tlg2200.tlg00503,2509
urn:cts:greekLit:tlg2200.tlg00504,7169
urn:cts:greekLit:tlg2200.tlg00505,7926
urn:cts:greekLit:tlg2200.tlg00506,5502
urn:cts:greekLit:tlg2200.tlg00507,1911
urn:cts:greekLit:tlg2200.tlg00508,2523
urn:cts:greekLit:tlg2200.tlg00509,3974
urn:cts:greekLit:tlg2200.tlg00510,3756
urn:cts:greekLit:tlg2200.tlg00511,2793
urn:cts:greekLit:tlg2200.tlg00512,4203
urn:cts:greekLit:tlg2200.tlg00513,5725
urn:cts:greekLit:tlg2200.tlg00514,3067
urn:cts:greekLit:tlg2200.tlg00515,5379
urn:cts:greekLit:tlg2200.tlg00516,6681
urn:cts:greekLit:tlg2200.tlg00517,6577
urn:cts:greekLit:tlg2200.tlg00518,2631
urn:cts:greekLit:tlg2200.tlg00519,3520
urn:cts:greekLit:tlg2200.tlg00520,2701
urn:cts:greekLit:tlg2200.tlg00521,3034
urn:cts:greekLit:tlg2200.tlg00522,3258
urn:cts:greekLit:tlg2200.tlg00523,8123
urn:cts:greekLit:tlg2200.tlg00524,2370
urn:cts:greekLit:tlg2200.tlg00525,3718
urn:cts:greekLit:tlg2200.tlg00526,3838
urn:cts:greekLit:tlg2200.tlg00527,2070
urn:cts:greekLit:tlg2200.tlg00528,1775
urn:cts:greekLit:tlg2200.tlg00529,2351
urn:cts:greekLit:tlg2200.tlg00530,5226
urn:cts:greekLit:tlg2200.tlg00531,4178
urn:cts:greekLit:tlg2200.tlg00532,4333
urn:cts:greekLit:tlg2200.tlg00533,3970
urn:cts:greekLit:tlg2200.tlg00534,11946
urn:cts:greekLit:tlg2200.tlg00535,2844
urn:cts:greekLit:tlg2200.tlg00536,3814
urn:cts:greekLit:tlg2200.tlg00537,2995
urn:cts:greekLit:tlg2200.tlg00538,3727
urn:cts:greekLit:tlg2200.tlg00539,3288
urn:cts:greekLit:tlg2200.tlg00540,7144
urn:cts:greekLit:tlg2200.tlg00541,3913
urn:cts:greekLit:tlg2200.tlg00542,4509
urn:cts:greekLit:tlg2200.tlg00543,6114
urn:cts:greekLit:tlg2200.tlg00544,5655
urn:cts:greekLit:tlg2200.tlg00545,2410
urn:cts:greekLit:tlg2200.tlg00546,3417
urn:cts:greekLit:tlg2200.tlg00547,4338
urn:cts:greekLit:tlg2200.tlg00548,5229
urn:cts:greekLit:tlg2200.tlg00549,6653
urn:cts:greekLit:tlg2200.tlg00550,3667
urn:cts:greekLit:tlg2200.tlg00551,1110
urn:cts:greekLit:tlg2200.tlg008,2452
urn:cts:greekLit:tlg2233.tlg001,7725
urn:cts:greekLit:tlg2233.tlg002,581
urn:cts:greekLit:tlg2583.tlg001,19725
urn:cts:greekLit:tlg2586.tlg001,9004
urn:cts:greekLit:tlg2586.tlg002,19417
urn:cts:greekLit:tlg2601.tlg001,4772
urn:cts:greekLit:tlg2632.tlg001,2343
urn:cts:greekLit:tlg2640.tlg001,3142
urn:cts:greekLit:tlg2655.tlg002,2657
urn:cts:greekLit:tlg2691.tlg002,1236
urn:cts:greekLit:tlg2703.tlg001,118142
urn:cts:greekLit:tlg2733.tlg001,51011
urn:cts:greekLit:tlg2768.tlg001,49358
urn:cts:greekLit:tlg2806.tlg001,22180
urn:cts:greekLit:tlg2934.tlg066,64531
urn:cts:greekLit:tlg2948.tlg001,16309
urn:cts:greekLit:tlg2949.tlg001,2152
urn:cts:greekLit:tlg2959.tlg001,27720
urn:cts:greekLit:tlg2959.tlg002,10848
urn:cts:greekLit:tlg2959.tlg005,1863
urn:cts:greekLit:tlg2959.tlg006,1225
urn:cts:greekLit:tlg2959.tlg007,1592
urn:cts:greekLit:tlg2959.tlg008,57
urn:cts:greekLit:tlg2959.tlg010,145
urn:cts:greekLit:tlg2970.tlg001,391
urn:cts:greekLit:tlg2972.tlg001,611
urn:cts:greekLit:tlg3118.tlg001,23901
urn:cts:greekLit:tlg3118.tlg002,11803
urn:cts:greekLit:tlg3129.ogl001,1226
urn:cts:greekLit:tlg3135.tlg001,348007
