work,words
urn:cts:latinLit:stoa0171.stoa007,10937
urn:cts:latinLit:stoa0171.stoa008,17758
urn:cts:latinLit:stoa0171.stoa009,118310
urn:cts:latinLit:stoa0171.stoa010,2047
urn:cts:latinLit:stoa0180a.stoa001,8559
urn:cts:latinLit:stoa0180a.stoa002,20708
urn:cts:latinLit:stoa0180a.stoa003,8622
urn:cts:latinLit:stoa0180a.stoa004,38878
urn:cts:latinLit:stoa0180a.stoa005,2951
urn:cts:latinLit:stoa0180a.stoa006,8986
urn:cts:latinLit:stoa0195a.stoa002,887
urn:cts:latinLit:stoa0203.stoa001,11647
urn:cts:latinLit:stoa0215a.stoa001,33758
urn:cts:latinLit:stoa0215a.stoa002,9088
urn:cts:latinLit:stoa0215b.stoa001,3981
urn:cts:latinLit:stoa0215b.stoa002,1391
urn:cts:latinLit:stoa0215b.stoa003,337
urn:cts:latinLit:stoa0215c.stoa001,74935
urn:cts:latinLit:stoa0215c.stoa002,11442
urn:cts:latinLit:stoa0215c.stoa003,1130
urn:cts:latinLit:stoa0222a.stoa001,769
urn:cts:latinLit:stoa0223.stoa001,57379
urn:cts:latinLit:stoa0223.stoa002,717
urn:cts:latinLit:stoa0223a.stoa001,3953
urn:cts:latinLit:stoa0224b.stoa001,21970
urn:cts:latinLit:stoa0224b.stoa002,521
urn:cts:latinLit:stoa0224b.stoa003,158
urn:cts:latinLit:stoa0227b.stoa001,4479
urn:cts:latinLit:stoa0233d.stoa001,4216
urn:cts:latinLit:stoa0233d.stoa002,844
urn:cts:latinLit:stoa0233h.stoa001,943
urn:cts:latinLit:stoa0234e.stoa001,4174
urn:cts:latinLit:stoa0234e.stoa002,20376
urn:cts:latinLit:stoa0234f.stoa001,5062
urn:cts:latinLit:stoa0238.stoa001,17613
urn:cts:latinLit:stoa0238.stoa002,6014
urn:cts:latinLit:stoa0238.stoa003,234
urn:cts:latinLit:stoa0238.stoa004,7380
urn:cts:latinLit:stoa0238.stoa005,7430
urn:cts:latinLit:stoa0238.stoa006,6405
urn:cts:latinLit:stoa0238.stoa007,12039
urn:cts:latinLit:stoa0238.stoa008,1251
urn:cts:latinLit:stoa0238.stoa009,136
urn:cts:latinLit:stoa0241d.stoa002,12438
urn:cts:latinLit:stoa0244d.stoa005,23341
urn:cts:latinLit:stoa0245a.stoa001,21076
urn:cts:latinLit:stoa0245c.stoa001,289
urn:cts:latinLit:stoa0249a.stoa002,44932
urn:cts:latinLit:stoa0249a.stoa003,5424
urn:cts:latinLit:stoa0249a.stoa004,22146
urn:cts:latinLit:stoa0251.stoa001,1734
urn:cts:latinLit:stoa0252.stoa001,299
urn:cts:latinLit:stoa0252.stoa002,11145
urn:cts:latinLit:stoa0252.stoa003,1057
urn:cts:latinLit:stoa0252.stoa006,439
urn:cts:latinLit:stoa0252.stoa007,697
urn:cts:latinLit:stoa0252.stoa008,19788
urn:cts:latinLit:stoa0255.stoa004,6407
urn:cts:latinLit:stoa0255.stoa006,6952
urn:cts:latinLit:stoa0255.stoa007,8665
urn:cts:latinLit:stoa0255.stoa008,5815
urn:cts:latinLit:stoa0255.stoa009,5433
urn:cts:latinLit:stoa0255.stoa010,23223
urn:cts:latinLit:stoa0255.stoa011,2023
urn:cts:latinLit:stoa0255.stoa012,4277
urn:cts:latinLit:stoa0255.stoa013,7793
urn:cts:latinLit:stoa0255.stoa014,7526
urn:cts:latinLit:stoa0270.stoa001,24579
urn:cts:latinLit:stoa0270.stoa002,6672
urn:cts:latinLit:stoa0270.stoa003,15173
urn:cts:latinLit:stoa0270.stoa005,2774
urn:cts:latinLit:stoa0270p.stoa001,7390
urn:cts:latinLit:stoa0275.stoa001,1487
urn:cts:latinLit:stoa0275.stoa002,15297
urn:cts:latinLit:stoa0275.stoa003,1502
urn:cts:latinLit:stoa0275.stoa004,11196
urn:cts:latinLit:stoa0275.stoa005,11186
urn:cts:latinLit:stoa0275.stoa006,83525
urn:cts:latinLit:stoa0275.stoa007,14478
urn:cts:latinLit:stoa0275.stoa008,6400
urn:cts:latinLit:stoa0275.stoa009,19963
urn:cts:latinLit:stoa0275.stoa010,23691
urn:cts:latinLit:stoa0275.stoa011,4298
urn:cts:latinLit:stoa0275.stoa012,9503
urn:cts:latinLit:stoa0275.stoa013,4867
urn:cts:latinLit:stoa0275.stoa014,5124
urn:cts:latinLit:stoa0275.stoa015,3905
urn:cts:latinLit:stoa0275.stoa016,5314
urn:cts:latinLit:stoa0275.stoa017,6923
urn:cts:latinLit:stoa0275.stoa018,5929
urn:cts:latinLit:stoa0275.stoa019,6992
urn:cts:latinLit:stoa0275.stoa020,4508
urn:cts:latinLit:stoa0275.stoa021,4074
urn:cts:latinLit:stoa0275.stoa022,3426
urn:cts:latinLit:stoa0275.stoa023,4545
urn:cts:latinLit:stoa0275.stoa024,8304
urn:cts:latinLit:stoa0275.stoa025,13503
urn:cts:latinLit:stoa0275.stoa026,22721
urn:cts:latinLit:stoa0275.stoa027,6364
urn:cts:latinLit:stoa0275.stoa028,2261
urn:cts:latinLit:stoa0275.stoa029,5569
urn:cts:latinLit:stoa0275.stoa030,8048
urn:cts:latinLit:stoa0276.stoa002,4155
urn:cts:latinLit:stoa0276.stoa003,2559
urn:cts:latinLit:stoa0276.stoa006,700
urn:cts:latinLit:stoa0276.stoa010,1094
urn:cts:latinLit:stoa0278a.stoa001,2515
urn:cts:latinLit:stoa0292a.stoa004,2657
urn:cts:latinLit:stoa0292b.stoa001,12291
urn:cts:latinLit:stoa0292d.stoa001,20127
urn:cts:latinLit:stoa0292e.stoa001,17909
urn:cts:latinLit:stoa0292e.stoa002,1282
urn:cts:latinLit:stoa0292p.stoa001,1221
urn:cts:latinLit:stoa0292p.stoa002,1243
urn:cts:latinLit:stoa0329.stoa001,4042
urn:cts:latinLit:stoa0329c.stoa001,542
urn:cts:latinLit:stoa0367.stoa001,67569
